teamName,matches,_FG_Scored,opp_FG_Scored,_FG_Attempted,opp_FG_Attempted,_FG_Percent,opp_FG_Percent,_2P_Scored,opp_2P_Scored,_2P_Attempted,opp_2P_Attempted,_2P_Percent,opp_2P_Percent,_3P_Scored,opp_3P_Scored,_3P_Attempted,opp_3P_Attempted,_3P_Percent,opp_3P_Percent,_eFG%,opp_eFG%,_FT_Scored,opp_FT_Scored,_FT_Attempted,opp_FT_Attempted,_FT_Percent,opp_FT_Percent,_ORB,opp_ORB,_DRB,opp_DRB,_AST,opp_AST,_STL,opp_STL,_BLK,opp_BLK,_TOV,opp_TOV,_PF,opp_PF,_PTS,opp_PTS
Hofstra,32,29.0,26.5938,62.625,58.7812,46.4375,45.7188,19.4688,17.4688,34.625,34.0938,56.2844,51.7312,9.5312,9.125,28.0,24.6875,34.2281,36.9594,54.0219,53.6781,10.4062,10.5938,37.625,26.3438,54.1375,57.4094,8.2188,9.1562,24.9688,26.5312,15.4688,15.0312,7.9688,5.3125,2.7188,2.8125,10.3125,14.6875,14.9375,15.2188,77.9375,72.9062
Elon,32,23.9375,23.75,56.2188,54.8125,42.6938,43.5156,15.4062,16.4688,31.2812,33.8125,49.4594,48.6563,8.5312,7.2812,24.9375,21.0,33.7281,34.5906,50.2406,50.2094,10.6875,17.4375,36.5,23.2812,53.0219,75.425,8.8438,9.6562,24.2812,25.5312,12.5312,11.4688,4.8438,7.4062,2.4375,3.0938,13.0312,11.0,20.3438,17.2188,67.0938,72.2188
WestVirginia,33,23.6061,24.5152,57.1212,54.9697,41.7061,45.0515,17.303,17.9394,37.8788,34.697,46.1727,51.6061,6.303,6.5758,19.2424,22.0606,33.4061,30.5939,47.3061,51.0576,14.9394,13.3636,21.7576,26.1212,69.6303,64.7636,10.7576,10.8788,21.5152,25.1818,10.4848,13.0303,7.7879,6.9091,4.5455,2.8485,12.4242,15.3939,17.4545,19.1515,68.4545,68.9697
NonDivI-Harding,1,21.0,29.0,60.0,66.0,35.0,43.9,15.0,26.0,39.0,50.0,38.5,52.0,6.0,3.0,21.0,16.0,28.6,18.8,40.0,46.2,7.0,20.0,97.0,21.0,7.8,95.2,10.0,13.0,24.0,30.0,8.0,12.0,8.0,12.0,3.0,5.0,20.0,13.0,21.0,14.0,55.0,81.0
NonDivI-CentralBaptist,1,20.0,36.0,57.0,68.0,35.1,52.9,18.0,29.0,42.0,49.0,42.9,59.2,2.0,7.0,15.0,19.0,13.3,36.8,36.8,58.1,21.0,11.0,34.0,19.0,61.8,57.9,13.0,11.0,27.0,34.0,9.0,28.0,5.0,13.0,0.0,5.0,18.0,12.0,17.0,26.0,63.0,90.0
SoutheastMissouri,32,25.5625,26.4375,58.3438,58.3438,43.975,45.3094,16.7812,18.9062,32.9688,36.625,51.0469,51.775,8.7812,7.5312,25.375,21.7188,34.3125,34.7938,51.5094,51.8062,15.6562,16.875,25.1875,23.0625,68.0938,73.3156,9.0938,10.0,24.25,25.7812,13.8438,13.1562,6.3438,6.4375,2.6875,2.7812,13.0,13.4062,20.2812,19.4062,75.5625,77.2812
MoreheadState,34,25.5294,23.9118,56.0,58.5882,45.7618,40.6618,17.2059,17.5882,32.8824,39.2353,52.7618,45.1,8.3235,6.3235,23.1176,21.2647,36.3029,31.2235,53.3559,45.9265,10.5882,9.3235,30.1765,31.1176,53.5912,48.4382,10.4118,10.2941,26.2059,22.6765,16.0588,12.0588,5.8529,7.5,5.7647,3.1765,13.4706,12.0294,15.0294,15.9706,69.9706,63.4706
UMKC,31,27.5806,22.6774,57.6774,51.4516,47.5742,44.1,20.3226,16.9032,37.8387,33.3548,53.3355,50.0903,7.2581,5.7742,19.8387,23.3226,37.0452,29.0129,53.8484,49.6935,12.129,16.129,22.0645,29.5806,62.7484,67.2065,7.7097,7.8387,23.4839,25.3226,13.2258,10.9355,7.4194,4.9032,2.7742,3.4194,10.4839,15.5806,20.1613,17.1613,74.5484,67.2581
NonDivI-Lyon,1,20.0,40.0,53.0,74.0,37.7,54.1,12.0,38.0,35.0,59.0,34.3,64.4,8.0,2.0,18.0,15.0,44.4,13.3,45.3,55.4,18.0,6.0,23.0,10.0,78.3,60.0,8.0,15.0,23.0,27.0,9.0,25.0,3.0,10.0,2.0,7.0,14.0,7.0,10.0,16.0,66.0,88.0
UCSantaBarbara,28,26.9643,23.75,54.5357,56.5,49.4393,42.1786,21.5357,17.7857,38.1786,37.8214,56.3964,47.4393,5.4286,5.9643,16.3571,21.2857,32.5179,31.925,54.4893,47.4536,14.4286,12.2857,29.1071,28.5,63.4571,64.1321,9.1429,9.1071,25.75,21.6429,15.6429,12.2143,6.25,6.3214,2.9286,2.5,13.25,12.9643,17.25,19.4286,73.7857,65.75
Pacific,30,23.6667,25.9,57.0,56.4333,41.61,45.8833,17.6,16.7333,37.9333,32.6667,46.4833,51.2133,6.0667,9.1667,19.0667,23.7667,32.37,38.49,46.9767,54.0267,12.4667,11.7667,27.0667,32.8667,59.2,60.25,8.0667,7.0667,24.8,27.4,11.4667,12.7667,6.4,5.6,2.5667,2.2667,12.3,13.1,16.6667,16.9333,65.8667,72.7333
NonDivI-ArkansasBaptist,3,23.3333,28.3333,59.3333,64.0,39.4333,44.2667,13.0,17.3333,32.0,35.0,40.5,50.6,10.3333,11.0,27.3333,29.0,37.6333,38.2,48.2333,52.8333,7.6667,15.6667,33.3333,24.0,53.4667,65.0333,6.0,14.0,25.3333,31.6667,11.3333,20.0,7.3333,7.3333,2.3333,2.3333,15.6667,10.3333,18.3333,10.6667,64.6667,83.3333
NonDivI-EcclesiaCollege,5,22.8,38.2,58.2,69.4,39.04,55.1,12.4,27.6,28.4,43.4,43.1,64.46,10.4,10.6,29.8,26.0,34.56,39.92,47.96,62.82,7.4,20.2,52.4,29.4,30.46,67.58,7.0,11.6,25.4,29.6,10.8,22.4,6.8,16.4,1.8,2.6,26.0,12.0,20.6,11.4,63.4,107.2
NonDivI-SUNYNewPaltz,1,21.0,34.0,69.0,62.0,30.4,54.8,15.0,28.0,45.0,40.0,33.3,70.0,6.0,6.0,24.0,22.0,25.0,27.3,34.8,59.7,4.0,9.0,10.0,17.0,40.0,52.9,16.0,10.0,21.0,35.0,8.0,19.0,10.0,6.0,3.0,5.0,17.0,14.0,13.0,13.0,52.0,83.0
Merrimack,30,22.4333,22.9,53.2667,53.3,42.5833,43.1333,15.3,16.9,31.7,35.1333,48.5533,48.2567,7.1333,6.0,21.5667,18.1667,32.7,33.2667,49.3933,48.8633,9.4333,12.5667,26.1,27.4,54.4933,62.3033,7.4,11.8667,21.0,26.1,11.4,13.7,9.0333,5.9667,4.0,2.9333,11.7667,14.9,15.9667,14.4,61.4333,64.3667
Siena,29,23.8276,25.6897,55.8966,58.2414,43.0621,44.3172,17.069,19.8966,36.8966,40.8276,46.5517,48.7655,6.7586,5.7931,21.2414,20.2759,35.2586,31.7517,49.1621,49.2966,11.8621,12.0,28.1724,25.3448,61.231,63.7069,8.2759,9.8276,24.6552,25.5172,10.0345,11.3793,6.2069,7.2414,4.0,3.1034,12.5517,11.7931,16.0,15.7586,66.2759,69.1724
NonDivI-SUNY-Purchase,1,16.0,36.0,61.0,80.0,26.2,45.0,12.0,20.0,39.0,40.0,30.8,50.0,4.0,16.0,22.0,40.0,18.2,40.0,29.5,55.0,4.0,9.0,11.0,20.0,36.4,45.0,7.0,20.0,31.0,41.0,8.0,22.0,7.0,12.0,7.0,2.0,21.0,11.0,15.0,15.0,40.0,97.0
LongIsland,30,27.0667,25.9,63.2333,62.8,42.6933,41.5867,19.1333,17.6333,37.9667,36.6333,50.1467,48.41,7.9333,8.2667,25.2667,26.1667,30.75,31.6867,48.8133,48.2933,12.7667,13.4,27.3667,28.9,60.2633,62.9833,11.7667,11.5333,27.6333,26.9,16.8333,13.1,7.7,7.0667,4.8667,2.6667,13.6,13.7,16.9333,16.5333,74.8333,73.4667
SouthFlorida,31,21.6129,22.2258,57.7419,53.8387,37.5226,41.4742,17.1613,14.6452,40.0968,31.4194,42.6839,46.7258,4.4516,7.5806,20.2903,22.4194,24.2129,33.6645,41.3355,48.5419,9.7742,12.871,30.9677,27.1613,51.7871,61.5,11.3871,9.0968,24.5484,26.7742,10.9355,13.2581,6.2258,5.6774,3.7419,3.6774,12.5484,12.4516,17.0968,15.4194,57.4516,64.9032
Connecticut,33,26.6667,23.0909,61.2424,57.3636,43.6212,40.4515,19.2424,16.4848,40.1212,38.6667,48.0455,43.0545,7.4242,6.6061,21.1212,18.697,35.1394,35.4758,49.6848,46.2303,14.0606,12.5152,22.7879,27.7576,71.4121,60.4667,13.7879,10.1212,26.6061,22.7576,14.0303,10.2727,5.9394,6.303,6.4242,3.2727,11.7576,12.2424,16.8182,17.0,74.8182,65.303
UCF,30,24.6667,24.1333,58.2667,57.1,42.4367,42.3833,15.8667,16.7667,33.1333,33.5,47.8967,50.5367,8.8,7.3667,25.1333,23.6,35.0767,31.1367,50.0067,48.8767,11.7,12.5333,22.1333,20.5333,65.8033,66.3067,11.0333,10.7667,24.1667,24.8333,14.5,13.2667,7.0,7.1333,3.6,3.3,13.0333,14.1333,15.7,16.3,69.8333,68.1667
Nebraska,32,26.0,28.125,58.5938,63.1562,44.7031,44.5875,19.0,19.2812,36.6875,37.6875,52.4719,51.225,7.0,8.8438,21.9062,25.4688,32.8187,34.3937,50.7125,51.6,14.2812,13.4375,23.9375,20.4375,68.4906,69.9875,7.4375,11.7812,25.7188,28.2188,12.5625,14.1562,7.1562,7.0938,2.75,3.7188,12.625,13.4062,17.4375,18.1562,73.2812,78.5312
SaintLouis,35,27.3714,24.2857,59.7143,57.6,45.9686,42.0886,20.6286,17.7143,41.4571,37.2571,49.9229,47.2714,6.7429,6.5714,18.2571,20.3429,36.9857,31.7914,51.6714,47.8143,14.6857,12.7429,23.5429,25.5429,71.7086,63.4886,11.8571,9.6857,26.7429,22.5714,14.7714,11.4857,6.4286,6.9143,3.1143,4.6,12.8286,12.8,17.9143,16.9429,76.1714,67.8857
MurrayState,34,28.7647,23.1765,60.4706,56.2353,47.4088,41.2294,20.7647,16.3529,37.6765,33.4706,54.6941,48.8529,8.0,6.8235,22.7941,22.7647,34.2971,29.4059,54.0647,47.2735,13.5882,10.0588,25.5882,23.8529,62.8735,58.6941,12.5,8.9118,26.5588,22.3529,14.7353,10.3235,7.8235,5.3824,3.1765,3.9412,11.4412,13.8529,15.4118,16.8235,79.1176,63.2353
NonDivI-TennesseeSouthern,1,31.0,29.0,57.0,58.0,54.4,50.0,18.0,20.0,34.0,35.0,52.9,57.1,13.0,9.0,23.0,23.0,56.5,39.1,65.8,57.8,4.0,19.0,85.0,26.0,0.0,73.1,7.0,10.0,22.0,21.0,20.0,14.0,4.0,6.0,5.0,2.0,14.0,10.0,18.0,11.0,79.0,86.0
AustinPeay,29,23.069,24.8276,56.5172,53.3448,40.9138,46.6552,15.1724,18.0345,31.4828,33.1724,48.1034,55.2517,7.8966,6.7931,25.0345,20.1724,31.3207,33.0724,47.9552,53.0552,10.6207,12.6552,36.1034,28.2069,49.8897,58.8379,10.6207,9.5862,22.2069,25.1379,13.5172,13.3793,6.4138,7.0345,2.0345,3.4828,13.931,14.2759,16.6552,16.4483,64.6552,69.1034
PurdueFortWayne,33,26.1818,25.6667,57.2121,56.2424,45.7818,45.697,16.7576,17.7273,31.7879,33.697,53.0333,52.2788,9.4242,7.9394,25.4242,22.5455,37.0818,34.8182,53.997,52.7788,11.6667,10.3636,26.0606,28.7576,63.2394,56.0455,7.5152,8.4242,23.3636,24.9091,14.0909,13.1212,8.7576,6.1818,2.4848,2.8788,13.4242,15.7273,15.2424,16.3636,73.4545,69.6364
NonDivI-Milligan,4,21.25,36.5,57.0,67.25,37.325,54.7,15.0,24.5,34.0,36.5,46.125,67.675,6.25,12.0,23.0,30.75,27.975,38.775,42.85,63.7,5.25,10.0,42.5,30.75,35.0,58.55,8.5,11.5,21.5,28.5,10.25,20.75,7.0,11.75,1.0,6.75,19.0,10.5,13.0,11.25,54.0,95.0
Tennessee-Martin,30,25.4,25.4,61.2333,58.6333,41.5433,43.7433,18.5667,17.9667,38.4,35.9,48.8133,50.4367,6.8333,7.4333,22.8333,22.7333,30.0133,32.3233,47.1667,50.07,11.2667,15.3,27.6667,26.2,58.3067,66.9767,11.8,11.0667,25.0667,26.5667,11.7667,14.1,6.6,6.8333,4.3667,4.9,13.3333,12.8667,18.1,15.1333,68.9,73.5333
Belmont,33,29.0,25.3939,59.3939,59.0303,48.7303,42.9303,20.4545,17.3636,33.6061,35.5152,61.003,48.403,8.5455,8.0303,25.7879,23.5152,32.6455,34.0,55.8364,49.7303,11.7273,9.7879,29.9394,30.8788,57.7485,53.4424,7.8182,9.8485,25.6364,23.7273,18.0303,13.3636,9.0606,6.697,3.9091,3.3939,11.8182,14.9394,13.697,14.4848,78.2727,68.6061
TennesseeTech,32,28.0312,27.5938,62.4375,62.125,44.9594,44.7875,21.0312,19.5312,41.9688,37.2812,50.5219,52.7562,7.0,8.0625,20.4688,24.8438,33.7937,32.7875,50.5219,51.3406,9.6875,10.4062,27.0,31.1875,53.5875,55.6156,11.5938,10.75,25.5,25.0938,16.0,17.1562,7.25,6.6562,3.7188,3.3125,13.25,13.125,14.5312,14.25,72.75,73.6562
SIUE,32,24.1562,23.75,57.5625,57.5,41.8187,41.3031,18.25,16.4062,37.375,34.4062,49.0156,47.7906,5.9062,7.3438,20.1875,23.0938,29.025,31.9781,46.9187,47.7312,13.3125,15.0938,24.875,25.1562,64.9219,68.0219,11.6875,10.7188,25.375,24.5938,12.25,13.7188,7.0,7.625,3.8125,3.5,14.9375,13.7812,18.25,17.7188,67.5312,69.9375
Omaha,30,25.1667,28.9667,58.3667,60.3,43.1867,48.13,18.1,19.7667,38.4667,37.0,46.7533,53.4867,7.0667,9.2,19.9,23.3,36.4133,39.4133,49.2633,55.79,12.2,16.3667,22.7,25.2667,65.81,70.6167,8.7667,10.0333,24.0333,27.1333,10.9333,13.9333,4.8,6.4333,2.5667,2.8333,13.6667,10.6333,19.2333,16.8667,69.6,83.5
FIU,32,25.4062,25.1875,59.125,58.875,43.1187,42.8906,15.7812,17.5938,31.625,36.0312,50.5406,49.5844,9.625,7.5938,27.5,22.8438,34.7625,33.4281,51.2687,49.4,10.3125,13.0938,33.5,31.0,50.8094,60.4125,9.6562,10.8125,25.375,25.7812,13.8438,13.3438,6.4062,7.0938,4.0,3.0625,13.9688,13.25,15.4375,14.5625,70.75,71.0625
WeberState,33,26.6061,25.5758,55.9697,58.1515,47.5485,43.8818,19.4545,17.1515,34.8788,35.2424,55.4242,48.5818,7.1515,8.4242,21.0909,22.9091,34.103,36.7697,54.0455,51.0606,15.7879,10.697,23.7273,42.9091,73.0303,44.1758,6.5758,8.1818,25.4848,25.1818,10.6364,13.0303,7.6667,5.3333,2.5152,1.7576,11.6364,14.6061,15.3636,19.1515,76.1515,70.2727
UMass,32,25.7188,28.75,59.4062,59.25,43.2906,48.7031,16.2188,20.8125,33.8125,38.0312,47.3625,54.8187,9.5,7.9375,25.5938,21.2188,36.4344,38.0969,51.3594,55.45,14.75,12.625,28.0625,19.8125,66.0531,69.3188,10.4688,9.8438,23.25,25.2188,13.6562,16.5312,6.4688,5.9375,2.5938,2.6562,11.5938,12.5938,17.0938,17.3125,75.6875,78.0625
WesternIllinois,32,27.7812,27.8125,64.0,60.0,43.5562,46.55,19.125,20.4062,37.8438,40.125,50.3062,51.05,8.6562,7.4062,26.1562,19.875,32.8,37.7469,50.3875,52.8063,13.6875,14.1562,28.0,22.8125,62.1875,73.5125,11.3438,7.5,26.5312,27.8438,11.4062,12.4375,6.2188,5.3438,2.5312,2.9688,11.4062,12.4688,17.4375,19.0,77.9062,77.1875
Xavier,36,26.4722,25.3333,58.6667,59.7222,45.3361,42.5111,19.75,18.3056,37.8056,37.8889,52.5889,48.3611,6.7222,7.0278,20.8611,21.8333,31.9722,32.1528,51.1556,48.3806,14.4444,11.5278,22.8611,27.7778,68.1917,63.3139,10.3333,9.4444,26.75,24.9167,14.8056,12.3056,7.4722,6.7778,4.3333,3.4722,11.6667,12.6944,15.3611,17.9167,74.1111,69.2222
NonDivI-Indiana-Kokomo,1,23.0,33.0,55.0,66.0,41.8,50.0,18.0,21.0,36.0,39.0,50.0,53.8,5.0,12.0,19.0,27.0,26.3,44.4,46.4,59.1,7.0,7.0,10.0,12.0,70.0,58.3,6.0,13.0,24.0,27.0,7.0,19.0,4.0,8.0,2.0,2.0,15.0,11.0,16.0,8.0,58.0,85.0
IllinoisState,33,26.3636,26.5455,58.3636,60.1515,45.203,44.1152,18.5758,18.8182,37.1818,37.7879,49.7152,50.4455,7.7879,7.7273,21.1818,22.3636,37.1273,35.1879,51.9667,50.603,13.6061,13.9091,28.2727,23.9091,65.0424,67.4485,9.8485,10.5455,25.3333,24.2727,12.1818,13.2424,6.7576,7.1818,4.6667,2.5152,13.697,12.2727,17.3333,16.303,74.1212,74.7273
Nicholls,33,30.8485,24.7273,65.7879,59.4848,46.8606,41.6758,22.697,17.303,40.8485,37.303,55.2636,46.7667,8.1515,7.4242,24.9394,22.1818,32.5697,32.9697,53.0364,47.9758,8.6364,14.3939,36.8788,30.5758,45.8727,60.9818,11.8182,11.1515,26.4545,25.697,13.5758,13.3333,8.2727,5.6364,3.9394,2.5152,12.2727,15.2727,18.2727,14.7576,78.4848,71.2727
VCU,32,24.8438,21.2188,53.8438,53.8125,46.1031,39.4844,19.1875,15.8438,37.5625,34.5,51.0625,46.2469,5.6562,5.375,18.6875,21.875,33.575,27.9906,51.275,44.5344,11.7188,14.5938,27.3125,23.3125,59.9719,67.0875,8.375,11.375,24.125,23.0625,13.9375,11.4375,9.1875,7.8125,5.0625,2.6562,15.0938,17.0,18.7188,17.2812,67.0625,62.4062
MichiganState,36,26.0833,25.0278,57.1944,59.3889,45.6722,42.5139,18.8056,17.9722,37.9167,37.0833,49.7417,48.6056,7.2778,7.0556,19.2778,24.5833,37.3972,31.4889,52.0639,48.4833,12.8056,11.9167,23.5556,25.4722,66.7111,63.6139,10.0833,9.9722,26.8333,22.7778,15.6944,12.8611,5.6944,6.3333,4.9444,3.3611,12.75,10.3611,16.9444,16.8889,72.25,69.0278
Villanova,38,24.2632,22.6579,56.1316,55.5526,43.5737,40.8421,14.9211,15.4474,30.1316,32.1053,49.6789,48.2158,9.3421,7.2105,26.0,23.4474,36.4184,30.4921,51.9579,47.3579,13.8684,10.1842,21.7895,28.2105,76.3316,57.7526,10.3158,9.9474,24.4737,22.7632,11.8684,11.3158,6.0263,4.7368,2.1842,3.3684,9.8947,11.7632,14.8947,16.3421,71.7368,62.7105
NorthwesternState,31,27.5806,29.3871,62.4194,62.5484,44.1839,47.0742,20.4194,21.8387,41.3226,40.6129,49.2871,53.771,7.1613,7.5484,21.0968,21.9355,33.9484,34.0032,49.9968,53.0774,10.5484,15.0645,35.871,28.871,50.2613,63.6226,10.7419,11.5484,24.4839,26.6774,14.6452,14.6774,6.1935,8.0645,3.4516,3.3548,14.3871,13.0323,17.2258,15.871,72.871,81.3871
OklahomaState,30,25.1333,22.5667,57.8667,57.6333,43.3967,39.0533,19.7667,15.0667,39.6667,34.5,49.9067,43.8767,5.3667,7.5,20.9667,23.1333,28.4467,31.9167,48.0833,45.53,12.7333,13.0333,26.3667,24.4,59.45,63.5033,11.5333,11.6667,25.5333,24.2667,12.6333,11.5,8.5333,8.2333,5.4333,3.4333,15.1,16.0667,17.4,16.9,68.3667,65.6667
Kansas,40,28.6,24.5,59.825,60.275,47.8875,40.94,21.45,18.25,40.0,39.325,53.8375,46.615,7.15,6.25,19.825,20.95,35.935,29.285,53.88,46.2375,13.875,12.0,27.325,19.275,65.8875,68.755,10.95,10.725,26.925,22.375,15.325,11.825,6.275,6.525,4.3,3.2,12.1,12.675,15.95,17.4,78.225,67.25
NorfolkState,31,26.2581,22.1613,56.9677,58.4194,46.1645,37.9581,19.2903,14.4839,36.6774,31.9677,52.9,45.5581,6.9677,7.6774,22.0645,29.2258,33.2968,28.0355,52.2677,44.5323,14.7742,12.4194,21.129,19.2903,69.6129,64.0258,10.2903,10.3871,28.1613,23.1935,12.4516,12.3226,6.6774,5.7742,3.5806,3.2581,14.0323,13.6774,17.6452,18.1935,74.2581,64.4194
Bellarmine,33,26.6061,23.9091,55.9697,54.2424,47.5636,44.103,18.8182,15.3333,33.0909,28.9394,56.803,53.3455,7.7879,8.5758,22.8788,25.303,34.0788,33.4242,54.5515,52.0273,9.1212,10.7879,40.5758,31.1515,44.1758,52.8,7.303,9.1818,23.0303,23.2727,14.4848,12.4242,5.6061,4.9697,1.6667,2.1515,9.4545,11.7879,14.3333,14.6061,70.1212,67.1818
Purdue,37,27.7297,25.4865,56.5946,60.1351,48.9649,42.5243,19.2162,17.3784,34.4324,35.7297,55.973,48.7514,8.5135,8.1081,24.3784,24.4054,37.5514,33.4541,56.4703,49.2757,15.3784,9.3514,23.7568,28.8919,68.9459,55.6243,11.1351,8.5946,27.5405,20.4865,16.2432,13.5676,4.6486,5.9189,3.4595,2.4324,11.7568,9.4595,14.4595,19.3784,79.3514,68.4324
SaintMary'sCollege,34,26.1176,23.0,56.2941,53.7059,46.45,43.0618,18.8824,17.8529,35.8235,38.5294,53.1353,46.9265,7.2353,5.1471,22.9412,21.7647,34.7029,31.9618,52.9265,47.8647,10.2353,9.6471,28.0,26.6765,59.3912,59.5382,8.6471,7.1176,25.0882,22.2941,13.3824,8.5294,6.9118,6.0588,2.5,3.0294,11.2647,12.6176,15.5588,14.8235,69.7059,60.7941
NonDivI-FranklinCollege,1,15.0,35.0,55.0,62.0,27.3,56.5,8.0,32.0,29.0,49.0,27.6,65.3,7.0,3.0,26.0,13.0,26.9,23.1,33.6,58.9,0.0,2.0,0.0,45.0,0.0,0.0,7.0,8.0,20.0,33.0,7.0,16.0,2.0,12.0,0.0,4.0,18.0,10.0,9.0,6.0,37.0,75.0
NonDivI-Defiance,2,16.0,36.5,55.0,60.5,29.2,60.55,9.5,27.5,23.5,37.5,40.2,73.4,6.5,9.0,31.5,23.0,21.2,40.8,35.15,68.0,6.5,13.5,92.5,18.0,2.2,77.05,7.0,12.0,12.5,32.5,8.0,23.5,5.0,5.0,0.0,3.5,13.0,7.0,14.5,7.0,45.0,95.5
NonDivI-AsburyCollege,1,20.0,34.0,62.0,67.0,32.3,50.7,11.0,25.0,35.0,35.0,31.4,71.4,9.0,9.0,27.0,32.0,33.3,28.1,39.5,57.5,6.0,10.0,10.0,14.0,60.0,71.4,8.0,14.0,22.0,37.0,10.0,23.0,5.0,6.0,3.0,6.0,10.0,8.0,11.0,9.0,55.0,87.0
NonDivI-Midway,3,21.3333,37.3333,61.6667,71.3333,34.2333,52.7,16.6667,21.0,44.3333,39.0,37.4,54.5333,4.6667,16.3333,17.3333,32.3333,25.3667,48.1667,37.9667,63.7667,5.0,14.6667,76.3333,17.0,4.5,86.1667,7.0,14.0,20.3333,34.3333,10.0,25.6667,6.3333,10.3333,1.3333,2.0,18.6667,9.6667,14.0,10.6667,52.3333,105.6667
Loyola-Marymount,29,24.7586,26.5517,54.4828,55.3448,45.4207,48.0276,17.5172,19.2069,33.4828,34.9655,52.4655,54.9759,7.2414,7.3448,21.0,20.3793,34.4517,35.4966,52.0828,54.6655,12.5517,13.6207,25.069,21.4138,65.5241,72.4621,7.8966,8.2069,21.7931,24.1379,11.1379,14.6552,5.4483,6.4483,1.7241,3.4138,13.2759,12.6207,17.7931,18.5862,69.3103,74.069
Jacksonville,31,24.7742,20.6774,55.0323,52.1613,44.9677,39.8194,18.7419,13.7419,37.6452,28.6452,49.7581,48.5387,6.0323,6.9355,17.3871,23.5161,34.1548,29.1355,50.4194,46.5419,11.5484,11.0323,24.6129,33.2581,62.6903,55.129,10.8387,7.5161,25.5484,21.4516,12.4839,10.0645,6.5484,5.3548,1.9355,3.3226,11.3548,11.4516,15.0645,14.6452,67.129,59.3226
Stetson,30,25.5,26.6,59.3,59.0667,42.6433,45.1667,17.0,18.1333,35.0333,34.7667,48.4733,52.23,8.5,8.4667,24.2667,24.3,35.0,34.2967,49.8467,52.3033,10.1667,9.8,27.8333,30.7,55.4833,50.97,10.5333,9.2,25.0667,25.0667,14.3333,14.7333,7.0333,6.2667,2.9333,2.9667,12.9667,11.8667,14.8333,14.3,69.6667,71.4667
FGCU,34,27.7647,27.6765,61.2059,63.3235,45.3029,43.8618,17.5588,19.6471,32.0588,39.2353,54.6529,50.5794,10.2059,8.0294,29.1471,24.0882,35.0294,33.1882,53.6529,50.2647,11.9412,10.2941,23.2647,23.7059,61.4265,59.9765,11.1765,10.2647,27.6176,24.7353,15.7059,13.7647,6.6765,6.7647,4.8235,2.2647,13.4706,11.5588,14.8235,15.4706,77.6765,73.6765
Liberty,33,25.7879,22.0909,54.5758,54.8182,47.4818,40.3545,15.4545,14.8182,27.5455,32.5152,56.3182,45.697,10.3333,7.2727,27.0303,22.303,37.9697,32.003,57.103,46.9667,11.4545,12.0,29.3636,30.0606,58.0242,60.3242,7.0909,7.6364,27.1818,23.7879,14.7273,10.5152,5.3939,6.3333,1.9091,2.1515,11.6061,11.6061,15.0,15.1515,73.3636,63.4545
KennesawState,31,27.4194,24.9355,59.2258,56.4516,46.6226,44.3871,19.0968,16.6774,36.4516,33.5484,52.9258,49.9677,8.3226,8.2581,22.7742,22.9032,36.5097,35.6935,53.7387,51.7226,11.6452,13.0323,24.7419,24.0645,60.271,65.1097,10.7097,9.2258,24.8387,23.9355,14.3871,13.1935,7.129,6.3548,2.7742,2.6129,12.3548,13.5806,17.129,17.4194,74.8065,71.1613
Chattanooga,35,27.3143,23.7143,58.8286,56.1429,46.4,42.5657,19.4286,16.9714,35.9714,33.4571,54.0143,51.6057,7.8857,6.7429,22.8571,22.6857,34.3914,29.92,53.1057,48.62,11.6571,10.2,31.8,19.8857,59.3943,63.4886,10.8,9.0,25.3143,22.1714,12.8286,10.5714,7.2,5.6,2.1429,3.4571,10.9714,12.2571,15.6286,14.6571,74.1714,64.3714
NonDivI-Bethel(IN),1,32.0,38.0,61.0,68.0,52.5,55.9,21.0,25.0,38.0,38.0,55.3,65.8,11.0,13.0,23.0,30.0,47.8,43.3,61.5,65.4,11.0,26.0,14.0,31.0,78.6,83.9,8.0,12.0,19.0,23.0,18.0,27.0,9.0,11.0,0.0,1.0,22.0,11.0,18.0,13.0,86.0,115.0
Bryant,32,27.4688,27.4688,62.9062,66.2812,43.6312,41.6219,19.2188,20.4062,35.7812,44.0312,53.1437,46.4063,8.25,7.0625,27.125,22.25,30.7344,32.5531,50.2219,47.025,14.8438,11.375,24.875,30.125,68.8781,57.6219,12.625,13.0,28.6875,25.5,13.875,15.0938,6.4688,7.25,4.4688,4.3438,13.875,12.1562,17.0312,18.0312,78.0312,73.375
SetonHall,32,25.25,23.875,60.1562,59.3438,41.8937,40.5875,17.9375,17.625,38.5312,39.1875,46.6562,45.3719,7.3125,6.25,21.625,20.1562,33.6125,30.9063,48.0375,45.9031,14.125,12.4062,30.4062,26.0938,64.3,65.1188,12.0938,10.875,26.4375,24.9375,10.3125,11.5,7.0625,6.375,5.4062,4.1562,12.125,12.6562,15.625,16.4062,71.9375,66.4062
NorthCarolinaState,32,25.75,27.7188,62.4688,58.75,41.4719,47.3719,17.4062,20.4062,37.9375,38.5,46.1094,53.2875,8.3438,7.3125,24.5312,20.25,33.8344,36.0156,48.2781,53.6656,13.1562,12.8438,34.7812,24.5938,57.4969,65.975,11.8438,10.4688,23.0,27.2812,10.875,13.9062,6.9688,5.5625,3.5625,4.125,10.0625,12.75,16.5,16.8438,73.0,75.5938
